pre,post,synapse_type,weight
MDL03,MDL04,electrical,15
MDL04,MDL05,electrical,15
MDL05,MDL06,electrical,15
MDL06,MDL07,electrical,15
MDL07,MDL08,electrical,15
MDL07,hmc,electrical,153
MDL08,MDL09,electrical,15
MDL08,hmc,electrical,244
MDL09,MDL10,electrical,15
MDL09,VD2,electrical,1
MDL09,hmc,electrical,4
MDL10,MDL11,electrical,15
MDL11,MDL12,electrical,15
MDL12,MDL13,electrical,15
MDL13,MDL14,electrical,15
MDL14,MDL15,electrical,15
MDL15,MDL16,electrical,15
MDL16,MDL17,electrical,15
MDL17,MDL18,electrical,15
MDL18,MDL19,electrical,15
MDL19,MDL20,electrical,15
MDL20,MDL21,electrical,15
MDL21,MDL22,electrical,15
MDL22,MDL23,electrical,15
MDL23,MDL24,electrical,15
MDR01,MDR02,electrical,15
MDR01,MDR03,electrical,15
MDR02,MDR03,electrical,15
MDR03,MDR04,electrical,15
MDR04,MDR05,electrical,15
MDR05,MDR06,electrical,15
MDR06,MDR07,electrical,15
MDR07,MDR08,electrical,15
MDR07,hmc,electrical,123
MDR08,MDR09,electrical,15
MDR08,hmc,electrical,174
MDR09,MDR10,electrical,15
MDR10,MDR11,electrical,15
MDR11,MDR12,electrical,15
MDR12,MDR13,electrical,15
MDR13,MDR14,electrical,15
MDR14,MDR15,electrical,15
MDR15,MDR16,electrical,15
MDR16,MDR17,electrical,15
MDR17,MDR18,electrical,15
MDR18,MDR19,electrical,15
MDR19,MDR20,electrical,15
MDR20,MDR21,electrical,15
MDR21,MDR22,electrical,15
MDR22,MDR23,electrical,15
MDR23,MDR24,electrical,15
MI,pm4D,electrical,3
MVL01,MVL02,electrical,15
MVL01,MVL03,electrical,15
MVL02,MVL03,electrical,15
MVL03,MVL04,electrical,15
MVL04,MVL05,electrical,15
MVL05,MVL06,electrical,15
MVL05,hmc,electrical,98
MVL06,MVL07,electrical,15
MVL07,MVL08,electrical,15
MVL07,hmc,electrical,68
MVL08,MVL09,electrical,15
MVL08,hmc,electrical,19
MVL09,MVL10,electrical,15
MVL09,MVR08,electrical,2
MVL10,MVL11,electrical,15
MVL11,MVL12,electrical,15
MVL12,MVL13,electrical,15
MVL13,MVL14,electrical,15
MVL14,MVL15,electrical,15
MVL15,MVL16,electrical,15
MVL16,MVL17,electrical,15
MVL17,MVL18,electrical,15
MVL18,MVL19,electrical,15
MVL19,MVL20,electrical,15
MVL19,PVPL,electrical,2
MVL20,MVL21,electrical,15
MVL21,MVL22,electrical,15
MVL22,MVL23,electrical,15
MVR01,MVR02,electrical,15
MVR01,MVR03,electrical,15
MVR02,MVR03,electrical,15
MVR03,MVR04,electrical,15
MVR04,MVR05,electrical,15
MVR05,MVR06,electrical,15
MVR05,hmc,electrical,30
MVR06,MVR07,electrical,15
MVR07,MVR08,electrical,15
MVR07,hmc,electrical,133
MVR08,MVR09,electrical,15
MVR08,hmc,electrical,87
MVR09,MVR10,electrical,15
MVR10,MVR11,electrical,15
MVR11,MVR12,electrical,15
MVR12,MVR13,electrical,15
MVR13,MVR14,electrical,15
MVR14,MVR15,electrical,15
MVR15,MVR16,electrical,15
MVR16,MVR17,electrical,15
MVR17,MVR18,electrical,15
MVR18,MVR19,electrical,15
MVR19,MVR20,electrical,15
MVR20,MVR21,electrical,15
MVR21,MVR22,electrical,15
MVR22,MVR23,electrical,15
MVR23,MVR24,electrical,15
NSML,NSMR,electrical,2
NSMR,pm5D,electrical,2
OLLL,OLLR,electrical,11
OLLL,RIGL,electrical,3
OLLR,RIGR,electrical,5
OLQDL,RIBL,electrical,5
OLQDL,RIGL,electrical,3
OLQDL,RMDVL,electrical,1
OLQDL,URBL,electrical,3
OLQDR,RIBR,electrical,5
OLQDR,RIGR,electrical,4
OLQDR,RIH,electrical,2
OLQDR,RMDVR,electrical,1
OLQDR,URBR,electrical,7
OLQVL,RIBL,electrical,2
OLQVL,RIGL,electrical,2
OLQVL,RMDDL,electrical,3
OLQVR,RIBR,electrical,6
OLQVR,RIGR,electrical,6
OLQVR,RMDDR,electrical,1
OLQVR,RMDVL,electrical,2
OLQVR,RMHR,electrical,1
OLQVR,URBR,electrical,5
PDA,PDB,electrical,5
PDA,PHAR,electrical,1
PDA,PVQR,electrical,1
PDA,hyp,electrical,2
PDB,PVPL,electrical,1
PDB,PVR,electrical,13
PDB,RID,electrical,2
PDB,VD13,electrical,4
PDB,hyp,electrical,11
PDEL,PDER,electrical,25
PDEL,PLML,electrical,2
PDEL,PLMR,electrical,4
PDEL,PVCL,electrical,2
PDEL,PVM,electrical,11
PDEL,PVR,electrical,8
PDEL,VB10,electrical,1
PDEL,VD6,electrical,2
PDER,PLML,electrical,3
PDER,PLMR,electrical,2
PDER,PVCL,electrical,1
PDER,PVCR,electrical,2
PDER,PVDR,electrical,1
PDER,PVM,electrical,8
PDER,PVR,electrical,9
PDER,VB10,electrical,4
PDER,VB9,electrical,7
PDER,VD9,electrical,5
PHAL,PHAR,electrical,7
PHAL,PHCL,electrical,1
PHAL,PLNL,electrical,1
PHAL,PVPR,electrical,7
PHAL,hyp,electrical,1
PHAR,PHCR,electrical,1
PHAR,PLNR,electrical,6
PHAR,PVPL,electrical,15
PHAR,PVR,electrical,2
PHAR,hyp,electrical,1
PHBL,PHBR,electrical,17
PHBL,PLNL,electrical,1
PHBL,PVCL,electrical,3
PHBL,PVQL,electrical,3
PHBL,hyp,electrical,3
PHBR,PHCR,electrical,1
PHBR,PVPL,electrical,1
PHBR,PVT,electrical,1
PHBR,hyp,electrical,4
PHCL,PHCR,electrical,2
PHCL,PLNL,electrical,2
PHCL,VA12,electrical,1
PHCL,hyp,electrical,1
PHCR,PVCR,electrical,5
PLML,PVCL,electrical,4
PLML,PVR,electrical,15
PLML,hyp,electrical,3
PLMR,PLNR,electrical,1
PLMR,PVCR,electrical,8
PLMR,PVR,electrical,3
PLNR,VA2,electrical,2
PLNR,hyp,electrical,2
PQR,PVCL,electrical,2
PQR,PVNL,electrical,3
PQR,PVNR,electrical,2
PQR,PVPL,electrical,16
PQR,PVPR,electrical,10
PQR,hyp,electrical,1
PVCL,PVCR,electrical,67
PVCL,PVNL,electrical,2
PVCL,PVWL,electrical,4
PVCL,VA12,electrical,18
PVCL,VB10,electrical,2
PVCL,VB11,electrical,4
PVCL,VD13,electrical,1
PVCL,hyp,electrical,4
PVCR,PVDL,electrical,1
PVCR,PVDR,electrical,2
PVCR,PVR,electrical,19
PVCR,PVT,electrical,4
PVCR,PVWL,electrical,10
PVCR,PVWR,electrical,10
PVCR,SIBDR,electrical,1
PVCR,SIBVL,electrical,1
PVCR,SIBVR,electrical,1
PVCR,VA11,electrical,3
PVCR,VA12,electrical,8
PVCR,VA9,electrical,3
PVCR,VB10,electrical,1
PVCR,VB11,electrical,2
PVCR,hyp,electrical,3
PVDL,PVDR,electrical,3
PVDL,VA10,electrical,1
PVDL,hmc,electrical,400
PVDL,hyp,electrical,400
PVDR,VD9,electrical,1
PVDR,hmc,electrical,400
PVDR,hyp,electrical,400
PVM,PVM,electrical,1
PVM,PVR,electrical,1
PVM,VD9,electrical,1
PVNL,PVNR,electrical,2
PVNL,PVPL,electrical,2
PVNL,PVT,electrical,2
PVNL,hyp,electrical,2
PVNR,PVPR,electrical,2
PVNR,PVR,electrical,5
PVNR,PVT,electrical,3
PVNR,PVWR,electrical,6
PVNR,VD13,electrical,1
PVPL,PVPL,electrical,1
PVPL,PVPR,electrical,2
PVPL,PVQL,electrical,8
PVPL,PVT,electrical,14
PVPL,RIGL,electrical,2
PVPL,VA12,electrical,1
PVPL,VD13,electrical,11
PVPL,hyp,electrical,47
PVPR,PVT,electrical,17
PVPR,PVWL,electrical,1
PVPR,RMGR,electrical,3
PVPR,VC1,electrical,1
PVPR,VD12,electrical,35
PVPR,hyp,electrical,4
PVQL,PVQR,electrical,46
PVQL,hyp,electrical,3
PVQR,PVT,electrical,1
PVQR,PVWR,electrical,1
PVR,PVWR,electrical,2
PVR,VD13,electrical,1
PVR,hyp,electrical,12
PVT,PVWR,electrical,2
PVT,RMEV,electrical,1
PVT,URAVL,electrical,1
PVT,VC2,electrical,1
PVT,VC3,electrical,1
PVT,VC5,electrical,2
PVT,VC6,electrical,2
PVT,VD11,electrical,3
PVT,VD12,electrical,4
PVT,VD13,electrical,17
PVT,hyp,electrical,1
PVWL,PVWR,electrical,2
PVWL,VD13,electrical,1
PVWL,hyp,electrical,6
PVWR,VD13,electrical,2
PVWR,hyp,electrical,4
RIAL,RIBL,electrical,1
RIAL,SMDVL,electrical,4
RIAR,RMDDL,electrical,1
RIAR,RMDDR,electrical,1
RIAR,SAAVR,electrical,1
RIAR,SIAVL,electrical,1
RIAR,SIAVR,electrical,1
RIAR,SMDDL,electrical,1
RIAR,SMDVR,electrical,1
RIBL,RIBL,electrical,3
RIBL,RIBR,electrical,15
RIBL,RIGL,electrical,3
RIBL,RMEV,electrical,2
RIBL,SIADL,electrical,2
RIBL,SIAVL,electrical,1
RIBL,SIBDL,electrical,5
RIBL,SIBVR,electrical,2
RIBL,SMDDL,electrical,3
RIBR,RIBR,electrical,5
RIBR,RIGR,electrical,2
RIBR,SIADR,electrical,3
RIBR,SIAVR,electrical,2
RIBR,SIBDR,electrical,2
RIBR,SIBVR,electrical,6
RIBR,SMBDR,electrical,2
RIBR,SMDDL,electrical,4
RIBR,SMDDR,electrical,2
RICR,RMHR,electrical,1
RICR,URXR,electrical,1
RID,RID,electrical,5
RID,hyp,electrical,4
RIFL,VD1,electrical,1
RIFR,RMGR,electrical,1
RIGL,RIGR,electrical,81
RIGL,RMEL,electrical,2
RIGL,RMFL,electrical,1
RIGL,URYDL,electrical,4
RIGL,URYVL,electrical,3
RIGL,VD1,electrical,3
RIGR,RMFL,electrical,1
RIGR,URYDR,electrical,3
RIGR,VD1,electrical,2
RIML,RIS,electrical,2
RIML,RMDL,electrical,1
RIML,RMFL,electrical,3
RIML,SIADL,electrical,1
RIMR,RIS,electrical,2
RIMR,SIADR,electrical,1
RIPL,RIPL,electrical,4
RIPL,RIPR,electrical,2
RIPL,RMED,electrical,2
RIPL,URAVL,electrical,1
RIPR,RMED,electrical,4
RIS,RMDR,electrical,1
RIS,RMEV,electrical,1
RIS,SMDDL,electrical,2
RIS,SMDDR,electrical,5
RIS,SMDVL,electrical,2
RIVL,RIVR,electrical,28
RIVL,SAADR,electrical,2
RIVL,SDQR,electrical,5
RIVL,SIBDR,electrical,1
RIVL,SMDVL,electrical,2
RIVR,SAADL,electrical,1
RIVR,SDQR,electrical,3
RIVR,SMDVR,electrical,8
RMDDL,RMDL,electrical,1
RMDDL,RMDVL,electrical,2
RMDDL,SIBVR,electrical,2
RMDDL,SMDDL,electrical,3
RMDDR,RMDL,electrical,1
RMDDR,RMDVR,electrical,5
RMDDR,RMGL,electrical,1
RMDDR,SAADR,electrical,1
RMDDR,SIADL,electrical,1
RMDDR,SMDDR,electrical,1
RMDL,RMDVL,electrical,1
RMDL,RMER,electrical,1
RMDL,SIAVR,electrical,1
RMDL,SIBVL,electrical,2
RMDL,SMDDL,electrical,2
RMDR,RMDVR,electrical,1
RMDVL,SAAVL,electrical,3
RMDVL,SIAVR,electrical,1
RMDVL,SIBVR,electrical,1
RMDVL,SMDVL,electrical,5
RMDVR,SAADL,electrical,1
RMDVR,SAAVR,electrical,9
RMDVR,SIAVL,electrical,1
RMDVR,SMDVR,electrical,8
RMED,RMEV,electrical,6
RMEL,RMEV,electrical,4
RMER,RMEV,electrical,1
RMEV,SMDVL,electrical,1
RMFL,SAADR,electrical,1
RMFL,SAAVR,electrical,1
RMGL,RMHL,electrical,6
RMGL,URXL,electrical,3
RMGR,RMHL,electrical,1
RMGR,RMHR,electrical,4
RMGR,SMBVR,electrical,3
RMGR,URXR,electrical,5
RMHL,SIBVR,electrical,3
RMHL,SMDDL,electrical,1
SAADL,SDQR,electrical,1
SAADL,SMBDL,electrical,3
SAAVL,SAAVR,electrical,1
SAAVL,SMBDR,electrical,2
SAAVL,SMBVR,electrical,17
SAAVL,SMDVL,electrical,8
SAAVR,SMBDL,electrical,1
SAAVR,SMBVL,electrical,16
SAAVR,SMDDL,electrical,4
SAAVR,VB1,electrical,1
SABD,VA2,electrical,12
SABD,VA3,electrical,2
SABD,VB1,electrical,3
SDQL,SDQR,electrical,2
SDQL,SIADR,electrical,1
SDQR,SIAVR,electrical,1
SDQR,SIBVL,electrical,2
SIADL,SMBDL,electrical,2
SIADR,SMBDR,electrical,3
SIADR,SMDDR,electrical,1
SIAVL,SIBDL,electrical,2
SIAVL,SIBVL,electrical,2
SIBDL,SIBVL,electrical,8
SIBDL,SMBDL,electrical,1
SIBDL,SMBVL,electrical,3
SIBDL,SMDDL,electrical,3
SIBDR,SIBVR,electrical,10
SIBDR,SMBVR,electrical,1
SIBVL,SIBVR,electrical,1
SIBVL,SMBVL,electrical,2
SIBVR,SMBDL,electrical,1
SMBDR,SMBVR,electrical,2
SMBDR,SMDDR,electrical,1
SMBVR,URBR,electrical,1
SMDDR,SMDVL,electrical,1
SMDDR,VD1,electrical,5
SMDDR,hyp,electrical,1
SMDVL,VB1,electrical,6
URADR,URYDR,electrical,1
VA10,hyp,electrical,2
VA11,VA12,electrical,1
VA11,VB10,electrical,3
VA11,hyp,electrical,1
VA12,VB11,electrical,7
VA12,VD12,electrical,8
VA12,VD13,electrical,6
VA2,VA6,electrical,1
VA2,VD2,electrical,1
VA2,hyp,electrical,1
VA3,VD3,electrical,1
VA4,VA7,electrical,1
VA4,VB3,electrical,1
VA9,VB8,electrical,3
VB1,VB2,electrical,2
VB10,VB9,electrical,5
VB10,VD11,electrical,1
VB10,VD12,electrical,1
VB11,VD12,electrical,1
VB11,hyp,electrical,1
VB2,VB3,electrical,10
VB2,VB4,electrical,1
VB2,VB7,electrical,1
VB3,VB4,electrical,1
VB4,VB5,electrical,1
VB5,VB6,electrical,5
VB6,VB7,electrical,5
VB7,VB8,electrical,5
VB8,VB9,electrical,5
VC1,VC2,electrical,12
VC1,VC3,electrical,7
VC1,VD1,electrical,1
VC2,VC2,electrical,1
VC2,VC3,electrical,3
VC2,VD1,electrical,1
VC3,VC4,electrical,4
VC3,vm2AL,electrical,2
VC3,vm2AR,electrical,2
VC3,vm2PL,electrical,2
VC3,vm2PR,electrical,2
VC4,VC5,electrical,4
VC5,VC5,electrical,4
VC5,VC6,electrical,4
VD1,VD2,electrical,4
VD10,VD11,electrical,6
VD10,VD9,electrical,6
VD11,VD12,electrical,6
VD12,VD13,electrical,6
VD12,hyp,electrical,5
VD2,VD2,electrical,3
VD2,VD3,electrical,7
VD3,VD4,electrical,6
VD4,VD5,electrical,1
VD5,VD6,electrical,10
VD6,VD7,electrical,15
VD7,VD8,electrical,6
VD8,VD9,electrical,6
e2D,e3D,electrical,2
e2VL,e3VL,electrical,1
e2VR,e3D,electrical,1
e2VR,e3VR,electrical,1
e3D,pm1,electrical,4
e3VL,pm3VL,electrical,4
exc_gl,hmc,electrical,118
hyp,mu_anal,electrical,4
hyp,mu_intR,electrical,4
hyp,mu_sph,electrical,4
mc1DL,mc2DL,electrical,2
mc1DL,pm3D,electrical,2
mc1DL,pm3VL,electrical,2
mc1DL,pm4D,electrical,2
mc1DL,pm4VL,electrical,2
mc1DR,mc2DR,electrical,2
mc1DR,pm3D,electrical,2
mc1DR,pm4D,electrical,2
mc1DR,pm4VR,electrical,4
mc1V,pm3VL,electrical,2
mc1V,pm3VR,electrical,2
mc1V,pm4VL,electrical,2
mc1V,pm4VR,electrical,2
mc2DL,mc3DL,electrical,2
mc2DL,pm5D,electrical,2
mc2DL,pm5VL,electrical,2
mc2DR,mc3DR,electrical,2
mc2DR,pm5D,electrical,2
mc2DR,pm5VR,electrical,2
mc2V,pm5VL,electrical,2
mc2V,pm5VR,electrical,2
mc3DL,pm6D,electrical,2
mc3DL,pm6VL,electrical,2
mc3DL,pm7D,electrical,2
mc3DL,pm7VL,electrical,2
mc3DL,pm8,electrical,2
mc3DR,pm6D,electrical,2
mc3DR,pm6VR,electrical,2
mc3DR,pm7D,electrical,2
mc3DR,pm7VR,electrical,2
mc3DR,pm8,electrical,2
mc3V,pm6VL,electrical,2
mc3V,pm6VR,electrical,2
mc3V,pm7VL,electrical,2
mc3V,pm7VR,electrical,2
mc3V,pm8,electrical,2
mu_anal,mu_anal,electrical,4
mu_anal,mu_intL,electrical,4
mu_anal,mu_intR,electrical,4
mu_intL,mu_intL,electrical,4
mu_intL,mu_intR,electrical,4
mu_intL,mu_sph,electrical,4
mu_intR,mu_intR,electrical,4
mu_intR,mu_sph,electrical,4
pm1,pm2D,electrical,2
pm1,pm2VL,electrical,2
pm1,pm2VR,electrical,2
pm2D,pm3D,electrical,2
pm2VL,pm3VL,electrical,2
pm2VR,pm3VR,electrical,2
pm3D,pm4D,electrical,2
pm3VL,pm4VL,electrical,2
pm3VR,pm4VR,electrical,2
pm4D,pm5D,electrical,2
pm4VL,pm5VL,electrical,2
pm4VR,pm5VR,electrical,2
pm5D,pm6D,electrical,2
pm5VL,pm6VL,electrical,2
pm5VR,pm6VR,electrical,2
pm7D,pm8,electrical,2
pm7VL,pm8,electrical,2
pm7VR,pm8,electrical,2
um1AL,um1AR,electrical,4
um1AL,um1PL,electrical,4
um1AL,um2AL,electrical,4
um1AL,vm2AL,electrical,4
um1AR,um1PR,electrical,4
um1AR,um2AR,electrical,4
um1AR,vm2AR,electrical,4
um1PL,um1PR,electrical,4
um1PL,um2PL,electrical,4
um1PL,vm2PL,electrical,4
um1PR,um2PR,electrical,4
um1PR,vm2PR,electrical,4
um2AL,um2AR,electrical,4
um2PL,um2PR,electrical,4
vm1AL,vm1AR,electrical,4
vm1AL,vm1PL,electrical,4
vm1AL,vm2AL,electrical,4
vm1AR,vm1PR,electrical,4
vm1AR,vm2AR,electrical,4
vm1PL,vm1PR,electrical,4
vm1PL,vm2PL,electrical,4
vm1PR,vm2PR,electrical,4
vm2AL,vm2AR,electrical,4
vm2PL,vm2PR,electrical,4
